"IDpol","OccurDate","Payment","IDclaim","Guarantee"
"90146437.102a",2004-03-07,323,"1206098","Windscreen"
"90149930.100a",2004-03-07,3229,"1206136","TPL"
"90153345.101a",2004-03-07,38,"1206488","TPL"
"90182530.100a",2004-03-07,188,"1206731","Windscreen"
"90187296.100a",2004-03-07,247,"1206224","Windscreen"
"90187359.100a",2004-03-07,242,"1206692","Windscreen"
"90108446.100a",2004-03-08,3172,"1206078","TPL"
"90115870.101a",2004-03-08,185,"1206546","Windscreen"
"90120556.101a",2004-03-08,131,"1206727","Windscreen"
"90126553.100a",2004-03-08,428,"1206888","TPL"
"90129062.101b",2004-03-08,787,"1206082","TPL"
"90131638.100c",2004-03-08,581,"1206110","Theft"
"90144360.100a",2004-03-08,104,"1206610","Windscreen"
"90144660.100a",2004-03-08,115,"1205970","TPL"
"90145141.100b",2004-03-08,894,"1205979","Theft"
"90149072.101c",2004-03-08,299,"1206273","Windscreen"
"90149920.100a",2004-03-08,191,"1206751","TPL"
"90150426.100a",2004-03-08,92,"1206311","Windscreen"
"90152890.101a",2004-03-08,442,"1206348","Windscreen"
"90153169.100b",2004-03-08,87,"1206091","TPL"
"90153782.100a",2004-03-08,1406,"1206125","Damage"
"90153782.100b",2004-03-08,0,"1206200","Damage"
"90179846.101a",2004-03-08,0,"1207710","Damage"
"1009295.100a",2004-03-09,570,"1206075","Windscreen"
"90126040.100a",2004-03-09,517,"1205918","TPL"
"90128706.100a",2004-03-09,11431,"1206946","TPL"
"90131746.104a",2004-03-09,102,"1207199","Windscreen"
"90144728.100a",2004-03-09,221,"1206689","Windscreen"
"90151043.101a",2004-03-09,1531,"1206014","Damage"
"90151854.100a",2004-03-09,1251,"1205992","Theft"
"90168470.100a",2004-03-09,1072,"1206540","Theft"
"90172030.100a",2004-03-09,915,"1206079","TPL"
"90187285.100b",2004-03-09,575,"1206160","TPL"
"90188407.100b",2004-03-09,297,"1206548","Windscreen"
"90127172.101a",2004-03-10,0,"1205807","TPL"
"90128381.101a",2004-03-10,921,"1205827","TPL"
"90130892.100a",2004-03-10,915,"1206288","TPL"
"90131674.100a",2004-03-10,1071,"1206105","Damage"
"90139016.100a",2004-03-10,335,"1206046","Windscreen"
"90146396.100c",2004-03-10,1074,"1206051","Damage"
"90152946.100b",2004-03-10,7416,"1205894","TPL"
"90119181.101b",2004-03-11,75,"1206115","Windscreen"
"90119253.101a",2004-03-11,180,"1206023","TPL"
"90128805.100a",2004-03-11,581,"1206297","Windscreen"
"90137757.100a",2004-03-11,1450,"1205908","Damage"
"90158173.100b",2004-03-11,508,"1205952","Damage"
"90167947.100b",2004-03-11,1207,"1205840","TPL"
"90181424.100a",2004-03-11,915,"1206483","TPL"
"90194789.100c",2004-03-11,2200,"1205861","TPL"
"80100017.10c",2004-03-12,69,"1208956","Windscreen"
"80100018.10b",2004-03-12,69,"1206209","Windscreen"
"90104498.101a",2004-03-12,400,"1205980","TPL"
"90128960.100a",2004-03-12,417,"1205935","TPL"
"90132504.101a",2004-03-12,356,"1205886","Windscreen"
"90149076.100a",2004-03-12,272,"1206493","Windscreen"
"90152138.101a",2004-03-12,673,"1205983","TPL"
"90152885.100a",2004-03-12,336,"1206042","Windscreen"
"90152894.100b",2004-03-12,768,"1205885","TPL"
"90154467.100a",2004-03-12,914,"1206191","TPL"
"90155085.100a",2004-03-12,124,"1206038","Windscreen"
"90156376.100b",2004-03-12,251,"1206030","Windscreen"
"90161620.100a",2004-03-12,94,"1206143","TPL"
"90166850.100a",2004-03-12,374,"1206554","Windscreen"
"90168398.100a",2004-03-12,888,"1206024","TPL"
"90168928.101b",2004-03-12,280,"1206318","Windscreen"
"90175828.101a",2004-03-12,0,"1206145","Damage"
"90183972.100c",2004-03-12,256,"1206875","Windscreen"
"90188191.100a",2004-03-12,117,"1206068","TPL"
"80100221.100a",2004-03-13,202,"1206520","Windscreen"
"90103816.100a",2004-03-13,122,"1206541","Windscreen"
"90134889.100b",2004-03-13,919,"1206040","TPL"
"90146984.101b",2004-03-13,727,"1206095","TPL"
"90148357.100b",2004-03-13,269,"1205910","TPL"
"90157269.100b",2004-03-13,2523,"1206124","TPL"
"90164620.100b",2004-03-13,75,"1206369","Windscreen"
"90167885.100c",2004-03-13,184,"1205800","Windscreen"
"90168287.100b",2004-03-13,360,"1206569","Windscreen"
"90168721.100a",2004-03-13,94,"1206335","Windscreen"
"90171829.101a",2004-03-13,410,"1205904","TPL"
"90178042.101a",2004-03-13,2234,"1206264","Theft"
"90181426.100a",2004-03-13,1144,"1206022","Damage"
"1002417.101c",2004-03-14,199,"1206444","TPL"
"90110838.100c",2004-03-14,524,"1205870","TPL"
"90119070.101b",2004-03-14,54,"1205668","TPL"
"90125954.101a",2004-03-14,88,"1206521","Windscreen"
"90127973.100a",2004-03-14,72,"1206472","Windscreen"
"90129189.100b",2004-03-14,435,"1205722","TPL"
"90133799.100a",2004-03-14,238,"1205928","TPL"
"90155094.101b",2004-03-14,80,"1206687","Windscreen"
"90159551.101a",2004-03-14,45,"1206071","TPL"
"90165773.101b",2004-03-14,3089,"1205565","TPL"
"90179982.101a",2004-03-14,131,"1206517","Windscreen"
"90190097.100a",2004-03-14,447,"1205927","Theft"
"70205518.10a",2004-03-15,95,"1205804","Windscreen"
"90108349.100a",2004-03-15,1488,"1206234","TPL"
"90111197.101a",2004-03-15,255,"1206266","TPL"
"90131424.100a",2004-03-15,63,"1205945","TPL"
"90139493.100d",2004-03-15,432,"1205767","TPL"
"90147835.100a",2004-03-15,1251,"1206158","Damage"
"90147971.100a",2004-03-15,846,"1205902","TPL"
"90152199.101a",2004-03-15,4287,"1205700","TPL"
"90158035.101c",2004-03-15,647,"1205578","TPL"
"90167617.100a",2004-03-15,211,"1206194","Windscreen"
"90187795.100a",2004-03-15,1929,"1206208","Damage"
"90193260.100b",2004-03-15,263,"1206035","Windscreen"
"90105463.10a",2004-03-16,631,"1206172","Theft"
"90134866.101d",2004-03-16,24519,"1205708","TPL"
"90141122.100a",2004-03-16,915,"1206240","TPL"
"90145650.100b",2004-03-16,313,"1205854","Windscreen"
"90159045.101d",2004-03-16,915,"1205669","TPL"
"90182202.100a",2004-03-16,5501,"1205802","TPL"
"90109084.101a",2004-03-17,177,"1206236","Damage"
"90132156.100a",2004-03-17,168,"1206013","Windscreen"
"90166282.100a",2004-03-17,571,"1205852","TPL"
"90168303.100b",2004-03-17,2723,"1205540","TPL"
"90180705.100a",2004-03-17,304,"1205549","TPL"
"90189115.101a",2004-03-17,199,"1205681","TPL"
"90105331.10a",2004-03-18,432,"1205860","TPL"
"90112548.100a",2004-03-18,116,"1206018","Windscreen"
"90139303.101c",2004-03-18,2414,"1205912","TPL"
"90149271.100a",2004-03-18,344,"1206679","Windscreen"
"90151564.100a",2004-03-18,283,"1205629","TPL"
"90152267.100b",2004-03-18,2107,"1206083","TPL"
"90161215.101a",2004-03-18,915,"1206401","TPL"
"90170934.100a",2004-03-18,96,"1206432","Windscreen"
"90176564.101a",2004-03-18,563,"1205984","TPL"
"90182416.100a",2004-03-18,976,"1205794","TPL"
"90188776.101a",2004-03-18,10402,"1205592","TPL"
"90194509.100a",2004-03-18,1215,"1206578","TPL"
"4.100a",2004-03-19,255,"1206337","Windscreen"
"90110884.101a",2004-03-19,199,"1205734","TPL"
"90110884.101a",2004-03-19,364,"1205814","TPL"
"90112649.100a",2004-03-19,915,"1205760","TPL"
"90118063.101a",2004-03-19,715,"1205921","TPL"
"90125772.101b",2004-03-19,69,"1205618","TPL"
"90125960.101a",2004-03-19,4650,"1205922","Damage"
"90133918.100a",2004-03-19,97,"1205661","Windscreen"
"90133969.100b",2004-03-19,1779,"1205443","TPL"
"90165017.100a",2004-03-19,444,"1206342","Windscreen"
"90167839.100a",2004-03-19,2137,"1205844","TPL"
"90172937.100a",2004-03-19,199,"1205737","TPL"
"90173868.100a",2004-03-19,363,"1206353","Windscreen"
"90176029.100a",2004-03-19,1218,"1206132","TPL"
"90180649.100a",2004-03-19,64,"1206338","Windscreen"
"90181031.101b",2004-03-19,134,"1205971","Windscreen"
"90102442.101a",2004-03-20,100,"1206081","Windscreen"
"90124456.101b",2004-03-20,355,"1205859","Windscreen"
"90135372.100d",2004-03-20,126,"1206153","Windscreen"
"90138165.100a",2004-03-20,115,"1205527","Windscreen"
"90156563.100a",2004-03-20,483,"1205639","TPL"
"90156863.101b",2004-03-20,114,"1205889","Damage"
"90157521.100a",2004-03-20,260,"1206346","Windscreen"
"90158244.100a",2004-03-20,1062,"1205290","TPL"
"90168723.100a",2004-03-20,915,"1205961","TPL"
"90187416.100a",2004-03-20,915,"1205740","TPL"
"90193064.100b",2004-03-20,468,"1206123","Damage"
"90104720.100a",2004-03-21,464,"1207893","Windscreen"
"90123957.101a",2004-03-21,188,"1205940","Windscreen"
"90134529.102a",2004-03-21,449,"1205612","Theft"
"90135262.100a",2004-03-21,754,"1205847","Damage"
"90145659.100c",2004-03-21,915,"1205354","TPL"
"90148060.100a",2004-03-21,257,"1205607","Windscreen"
"90152945.101a",2004-03-21,410,"1205456","Windscreen"
"90153468.100b",2004-03-21,98,"1205608","Windscreen"
"90157324.100a",2004-03-21,323,"1205381","Windscreen"
"90157484.100a",2004-03-21,915,"1208742","TPL"
"90169139.100a",2004-03-21,273,"1207036","Windscreen"
"90171848.100b",2004-03-21,252,"1205505","Windscreen"
"90183194.100b",2004-03-21,143,"1205364","TPL"
"90108120.100a",2004-03-22,3694,"1205822","Theft"
"90112238.101b",2004-03-22,73,"1205325","TPL"
"90123573.101a",2004-03-22,495,"1205788","TPL"
"90126074.101a",2004-03-22,477,"1205438","Windscreen"
"90128074.101b",2004-03-22,602,"1205361","TPL"
"90133761.102a",2004-03-22,94,"1206019","Windscreen"
"90150390.100a",2004-03-22,375,"1205253","Windscreen"
"90160593.101a",2004-03-22,361,"1205703","TPL"
"90164635.100a",2004-03-22,554,"1205530","TPL"
"90168840.100a",2004-03-22,65,"1205932","Windscreen"
"1000431.10a",2004-03-23,564,"1206437","Windscreen"
"20100312.100a",2004-03-23,1049,"1205331","Windscreen"
"40201170.10a",2004-03-23,439,"1205913","TPL"
"80200009.101a",2004-03-23,21,"1205581","TPL"
"90115231.103a",2004-03-23,1556,"1205402","TPL"
"90119184.101a",2004-03-23,324,"1205457","Windscreen"
"90132051.100a",2004-03-23,3041,"1205338","Damage"
"90154180.100b",2004-03-23,306,"1205701","Windscreen"
"90157096.100a",2004-03-23,1608,"1205721","Theft"
"90176037.100c",2004-03-23,97,"1205583","TPL"
"90181504.100b",2004-03-23,128,"1205440","Damage"
"90182255.100a",2004-03-23,12868,"1205541","TPL"
"70200837.10a",2004-03-24,4858,"1205548","TPL"
"90126762.101b",2004-03-24,57,"1206443","Damage"
"90172034.100c",2004-03-24,235,"1205386","Windscreen"
"90180158.100b",2004-03-24,110,"1205272","TPL"
"90194768.100c",2004-03-24,0,"1209821","Damage"
"1007648.100a",2004-03-25,2680,"1205526","Other"
"30100030.101a",2004-03-25,183,"1205225","TPL"
"90104142.10a",2004-03-25,399,"1206257","Windscreen"
"90107990.101a",2004-03-25,915,"1205398","TPL"
"90115330.101a",2004-03-25,392,"1205559","Windscreen"
"90134450.100c",2004-03-25,16740,"1205357","TPL"
"90141055.100a",2004-03-25,609,"1205389","TPL"
"90146074.100c",2004-03-25,1787,"1205718","Damage"
"90156023.100a",2004-03-25,91,"1205561","Windscreen"
"90164863.100a",2004-03-25,915,"1205377","TPL"
"90171193.101a",2004-03-25,215,"1206253","Windscreen"
"90184078.100a",2004-03-25,6888,"1205310","TPL"
"1007617.100a",2004-03-26,370,"1205990","Windscreen"
"80200039.10a",2004-03-26,318,"1206523","Windscreen"
"90103986.101b",2004-03-26,915,"1205691","TPL"
"90133147.100a",2004-03-26,561,"1205950","Windscreen"
"90144724.100b",2004-03-26,208,"1205454","Windscreen"
"90145111.100b",2004-03-26,230,"1205334","Windscreen"
"90147468.101a",2004-03-26,915,"1205655","TPL"
"90152651.100a",2004-03-26,64,"1205275","TPL"
"90164976.100a",2004-03-26,86,"1205856","Windscreen"
"90168497.100b",2004-03-26,5473,"1205887","Damage"
"90109440.101a",2004-03-27,2845,"1205187","TPL"
"90128124.101a",2004-03-27,451,"1205192","TPL"
"90145689.100e",2004-03-27,9488,"1205429","TPL"
"90149088.100a",2004-03-27,196,"1205584","TPL"
"90167848.100b",2004-03-27,537,"1205575","Damage"
"90193038.100b",2004-03-27,263,"1207307","Windscreen"
"90193154.100b",2004-03-27,664,"1205083","TPL"
"60100028.10a",2004-03-28,1455,"1205304","TPL"
"90104848.101a",2004-03-28,1065,"1205520","Theft"
"90106282.10a",2004-03-28,10917,"1205690","TPL"
"90118463.101c",2004-03-28,829,"1205190","Theft"
"90122250.101a",2004-03-28,956,"1205053","Damage"
"90124896.101d",2004-03-28,5598,"1205129","TPL"
"90125989.102a",2004-03-28,318,"1205146","Windscreen"
"90131688.100b",2004-03-28,443,"1205059","TPL"
"90134478.101a",2004-03-28,396,"1205270","TPL"
"90146070.101a",2004-03-28,2191,"1205580","TPL"
"90179985.100a",2004-03-28,611,"1205128","TPL"
"90189500.100a",2004-03-28,128,"1205330","Windscreen"
"90190388.100a",2004-03-28,78,"1205259","TPL"
"90124794.101a",2004-03-29,1461,"1205301","TPL"
"90134355.100a",2004-03-29,256,"1205987","Windscreen"
"90149781.101b",2004-03-29,27,"1205572","TPL"
"90157490.100b",2004-03-29,58,"1205765","TPL"
"90165240.100c",2004-03-29,256,"1207321","Windscreen"
"90171896.100b",2004-03-29,75,"1205473","TPL"
"90174079.100a",2004-03-29,54,"1205843","Windscreen"
"90175856.100b",2004-03-29,270,"1205656","TPL"
"90186836.100b",2004-03-29,60,"1205335","Windscreen"
"90191967.101a",2004-03-29,915,"1205120","TPL"
"90193259.100b",2004-03-29,999,"1205197","TPL"
"80200295.10a",2004-03-30,3222,"1205154","TPL"
"90110915.101a",2004-03-30,581,"1205501","Windscreen"
"90112504.101c",2004-03-30,123,"1205181","Windscreen"
"90120251.100b",2004-03-30,256,"1206522","Windscreen"
"90126301.101b",2004-03-30,124,"1205250","Windscreen"
"90129355.101b",2004-03-30,57,"1205500","TPL"
"90131743.100b",2004-03-30,415,"1204955","TPL"
"90133204.100c",2004-03-30,634,"1205414","Damage"
"90152613.100b",2004-03-30,478,"1205507","Windscreen"
"90154312.101a",2004-03-30,215,"1205453","Windscreen"
"90160773.100b",2004-03-30,70,"1205227","Damage"
"90180842.100a",2004-03-30,122,"1205699","Windscreen"
"90186223.100a",2004-03-30,1831,"1205328","TPL"
"90190020.100b",2004-03-30,402,"1205679","TPL"
"90190426.100b",2004-03-30,375,"1205100","Windscreen"
"30100121.101c",2004-03-31,210,"1205191","TPL"
"90131375.100a",2004-03-31,1763,"1204997","TPL"
"90148825.103b",2004-03-31,942,"1205261","TPL"
"90154307.101a",2004-03-31,0,"1205176","TPL"
"90155998.100b",2004-03-31,2712,"1205358","Theft"
"90184219.100c",2004-03-31,7402,"1205246","TPL"
"90184219.100b",2004-03-31,179,"1205247","Other"
"90124697.101b",2004-04-01,467,"1205162","Windscreen"
"90132801.100a",2004-04-01,6387,"1205240","TPL"
"90134528.100c",2004-04-01,915,"1205399","TPL"
"90134799.100c",2004-04-01,122,"1205063","TPL"
"90146987.101a",2004-04-01,356,"1205306","Windscreen"
"90154388.100b",2004-04-01,915,"1205152","TPL"
"90159923.101a",2004-04-01,915,"1207060","TPL"
"90170313.100a",2004-04-01,6316,"1205203","TPL"
"90188802.101c",2004-04-01,245,"1205621","Windscreen"
"90192847.100a",2004-04-01,54,"1204939","Damage"
"1001590.100b",2004-04-02,452,"1205490","Windscreen"
"70201516.10a",2004-04-02,282,"1205783","Windscreen"
"90110429.100a",2004-04-02,139,"1205052","Windscreen"
"90110986.100c",2004-04-02,915,"1205171","TPL"
"90127066.101a",2004-04-02,226,"1205481","Windscreen"
"90145514.101a",2004-04-02,1251,"1206685","Damage"
"90146233.100a",2004-04-02,3637,"1205094","TPL"
"90147730.100a",2004-04-02,539,"1208382","TPL"
"90148929.100a",2004-04-02,60,"1206259","Windscreen"
"90149513.100a",2004-04-02,816,"1205511","TPL"
"90164568.101a",2004-04-02,14,"1205670","TPL"
"90169939.100a",2004-04-02,707,"1205106","TPL"
"90173038.101a",2004-04-02,1014,"1204937","TPL"
"90182790.100a",2004-04-02,45,"1205019","TPL"
"90185908.100b",2004-04-02,993,"1205044","Damage"
"90191320.100b",2004-04-02,287,"1205430","Windscreen"
"90194819.100c",2004-04-02,261,"1207074","Windscreen"
"90121746.100b",2004-04-03,566,"1204878","TPL"
"90139179.101c",2004-04-03,372,"1205017","TPL"
"90171012.100a",2004-04-03,915,"1204948","TPL"
"90171064.100a",2004-04-03,1430,"1209382","Damage"
"90189823.100b",2004-04-03,915,"1205634","TPL"
"80100253.103a",2004-04-04,502,"1205269","Windscreen"
"90108128.101c",2004-04-04,406,"1204874","TPL"
"90122962.101a",2004-04-04,4937,"1205194","TPL"
"90125793.101a",2004-04-04,64,"1204894","Windscreen"
"90128880.101a",2004-04-04,94,"1205118","Windscreen"
"90129280.102a",2004-04-04,151,"1205144","Windscreen"
"90132062.100a",2004-04-04,523,"1205427","Windscreen"
"90148969.100a",2004-04-04,715,"1204945","TPL"
"90152865.100a",2004-04-04,1081,"1205238","TPL"
"90155223.100b",2004-04-04,495,"1205808","Windscreen"
"90157004.100a",2004-04-04,80,"1204834","TPL"
"90157272.102a",2004-04-04,569,"1204870","Windscreen"
"90159177.101a",2004-04-04,456,"1205177","TPL"
"90171938.100a",2004-04-04,18947,"1205082","TPL"
"90181191.100a",2004-04-04,170,"1209302","Windscreen"
"90189115.101a",2004-04-04,515,"1204996","TPL"
"70201526.100b",2004-04-05,429,"1205114","Windscreen"
"90110914.102a",2004-04-05,777,"1205366","TPL"
"90132327.100a",2004-04-05,571,"1204877","TPL"
"90133595.104a",2004-04-05,3256,"1204672","TPL"
"90146402.100a",2004-04-05,61,"1204999","Windscreen"
"90165788.100b",2004-04-05,424,"1204861","TPL"
"90176168.100a",2004-04-05,0,"1205673","TPL"
"90185490.100b",2004-04-05,290,"1205554","Windscreen"
"90105511.100b",2004-04-06,51,"1204727","Windscreen"
"90110381.101a",2004-04-06,1415,"1204708","TPL"
"90126129.101a",2004-04-06,203,"1205032","Windscreen"
"90127787.101a",2004-04-06,271,"1209311","Windscreen"
"90133353.100b",2004-04-06,110,"1209305","Windscreen"
"90178807.100d",2004-04-06,284,"1204831","TPL"
"90179654.101b",2004-04-06,2134,"1204869","Damage"
"90180344.100a",2004-04-06,69,"1204759","TPL"
"90185004.101a",2004-04-06,6344,"1205010","TPL"
"90185146.100b",2004-04-06,251,"1205051","Windscreen"
"90185822.100b",2004-04-06,408,"1206109","Windscreen"
"90112488.101a",2004-04-07,234,"1209306","Windscreen"
"90156667.100c",2004-04-07,2047,"1204731","TPL"
"90157475.100a",2004-04-07,915,"1204728","TPL"
"90164457.100d",2004-04-07,1417,"1204734","TPL"
"90175972.100a",2004-04-07,915,"1204798","TPL"
"40200015.101a",2004-04-08,268,"1204902","Windscreen"
"70200133.101b",2004-04-08,453,"1204816","TPL"
"70201513.100a",2004-04-08,258,"1205660","Damage"
"70205518.102a",2004-04-08,537,"1205134","Windscreen"
"90107873.101c",2004-04-08,393,"1204744","TPL"
"90110722.100a",2004-04-08,17606,"1204856","Damage"
"90110902.101c",2004-04-08,1525,"1204709","TPL"
"90113786.101a",2004-04-08,252,"1205568","Windscreen"
"90125996.100b",2004-04-08,2360,"1204748","TPL"
"90126727.101a",2004-04-08,2912,"1204794","TPL"
"90133049.101a",2004-04-08,1001,"1204658","TPL"
"90144819.100a",2004-04-08,452,"1204898","Windscreen"
"90146402.100a",2004-04-08,915,"1204977","TPL"
"90150428.100a",2004-04-08,624,"1204931","TPL"
"90151907.100a",2004-04-08,2203,"1204643","TPL"
"90154393.100b",2004-04-08,199,"1205020","Windscreen"
"90167749.100a",2004-04-08,262,"1205390","Theft"
"90167763.100a",2004-04-08,1378,"1204879","Damage"
"90181834.100a",2004-04-08,915,"1204934","TPL"
"90188990.100c",2004-04-08,147,"1204787","TPL"
"1002009.100a",2004-04-09,428,"1204634","Windscreen"
"1005801.101a",2004-04-09,915,"1204746","TPL"
"50200140.101a",2004-04-09,2683,"1204718","Theft"
"90105309.101a",2004-04-09,198,"1206107","Windscreen"
"90111511.101a",2004-04-09,894,"1205593","Theft"
"90126140.101a",2004-04-09,449,"1205318","Theft"
"90144772.100a",2004-04-09,530,"1205178","TPL"
"90149578.100a",2004-04-09,495,"1204712","TPL"
"90150989.100b",2004-04-09,170,"1205103","Windscreen"
"90153399.100b",2004-04-09,458,"1207061","TPL"
"90160632.100a",2004-04-09,43,"1204655","TPL"
"90164564.101a",2004-04-09,1118,"1205518","TPL"
"90181834.100a",2004-04-09,302,"1204930","TPL"
"90181878.100a",2004-04-09,1515,"1204671","TPL"
"90185933.101a",2004-04-09,1149,"1204592","TPL"
"1001951.100a",2004-04-10,415,"1205371","Windscreen"
"1003491.100a",2004-04-10,915,"1204933","TPL"
"80100208.101a",2004-04-10,78,"1205611","Windscreen"
"90111503.101a",2004-04-10,915,"1209106","TPL"
"90130859.100a",2004-04-10,0,"1205165","Windscreen"
"90148626.100a",2004-04-10,230,"1205586","Windscreen"
"90151422.100b",2004-04-10,320,"1209315","Windscreen"
"90159761.100a",2004-04-10,269,"1204729","Windscreen"
"90160598.100a",2004-04-10,3506,"1204676","Theft"
"90163001.100b",2004-04-10,636,"1204724","TPL"
"90166472.100a",2004-04-10,850,"1204603","Damage"
"90173850.100a",2004-04-10,6616,"1204797","TPL"
"90182364.100a",2004-04-10,638,"1205002","Damage"
"90185164.100a",2004-04-10,161,"1204813","Windscreen"
"90185270.100b",2004-04-10,76,"1204865","Windscreen"
"80201138.102b",2004-04-11,115,"1205569","Windscreen"
"90127058.101a",2004-04-11,272,"1204687","Damage"
"90127058.101b",2004-04-11,144,"1204691","Windscreen"
"90131259.101a",2004-04-11,427,"1204559","TPL"
"90154288.101a",2004-04-11,2387,"1204661","Theft"
"90154472.101a",2004-04-11,741,"1204967","Windscreen"
"90155941.100b",2004-04-11,292,"1209314","Windscreen"
"90187347.100a",2004-04-11,344,"1204552","TPL"
